Image Name,Extracted Text
42.jpeg,"   
    
      
     
    
    
    
   
  

  

   

nts: Sugar, > i
High Fructose Corn ! © tub Frogs,
: Syrups Palm Oil, Corn ne TB Qing
-\Starch, Water. Contains Or: ONE & orgies
92, or less Of: Salt, Or: 241032 cipeg ™
Monoglycerides, aan
Polysorbate 60, Sour Instructions,
Cream (cream, nonfat * Cool cake Completaly

  
   
    
  
     
 
 
 

milk, outures) aee before frosting
Stearoy! actly ale, * Stir room-temperctines
— Sodium Acid ® Store cake LOOSEL! se
> {%%|Pyrophosphate, Natural :

e Fiavor, Citric Acid, * Cover and refrigestiny
74 |Yellows 5 & 6. Freshness frosting up tadddm
w,|Preserved by Potassium — STORE EROSTINGINGML
samme: 1, gy, \>0rDate.

CONTAINS MILK
7 INGREDIENTS.

| ~~ | dist, BY GENERAL MILLS SALES, INC.,

a MINNEAPOLIS, MN 55440 USA

Contains Bioengineered

 

      

  
 
    
   
  
      
      

     
   
  
 

» tO tha |
Pai Food Ingredients \low use! ”
ig Carn more at Ask.GeneralMills.com FO = uy
Wy Ml ig gree
re GLUTEN FREE opel =
~ N dlvigg e —
© General Mills L

     

 

 

   
"
123.jpeg,"CAVIAY did

Nutrition Facts Servings: 8 Serv size: 2 pieces (3g), Amount per serving baloies 5,
Total Fat Og (0% DV), Sodium Omg (Oe DV), Total Carb 20 (17 DV), Tota Sugars 0

(Incl Og Added Sugars, 0% DV), Sugar Alcohol 29, Protein Og Not a significant source of
| Saturated fat, trans fat, cholestero Getary liber, vitamin D, calcium, iron and potassium. DV=% Daily Value

CIAL FLAVOR, MANNITOL; LESS THAN 2% OF:
) BLUE 2 LAKE, CANDELILLA WAX, GLYCERIN,

SSPE STAT OL GUI BASE. MALIITOL. I TRA AN ARTIFI
wn ACESULF AME POTASS! UW BH] 7 MA NTE a Ny FRESHNESS
ED 40 LAKE, SOY LECITHIN. SUCRALOSE. TITANIUM DIOXIDE (COLO R

nwyViV

CONTAINS S0Y.

MONDELEZ GLOBAL LLC, EAST HANOVER, HJ 07936 USA 10258297 / 04050050391177
CONTAINS A BIOENGINEERED FOOD INGREDIENT

www. den ne, com

12546°31509

 
"
44.jpeg," 

Nutrition Facts

   

8 Servings Per Container

Serving Size 1 Cookie (319)

calories 140

| Total Fat 59 8%
418%

Saturated Fat 3.99

| Trans Fat 09
i
Cholesterol 10m9 3%
3%

1

}
1
i
}
\

‘Fotal Carbohydrate 210 =

Dietary Fiber 0g

otal Sugars 1109
ngaed sugars 22%

includes 119
Protein 19

Vitamin D meg 0% ® calcium 10d 0%
rono7mg | 4 potassium 40mg 0%
a nutrient

*The % Dally Value py) tells you how much
ae . utes 10 & daily diet. 2,000

in a serving of food 0°
calories a day Is ysed for general nutrition advice.

  
  
 
   
  
 
  
  
 
     
    
       

  
  

FLOUR, BAKING
FLAVORS, CREA

BICARBONATE.
CONTAINS: WHEAT, MILK, SOY, EGGS.

PEPPERIDGE FARM, INC..
NORWALK, CT 06851
Contains bioengineered food ingredients.
The ingredients from corn, soy, and
sugar in this product come trom
anetically modified crops.
Lear more al pepperidgetarm.com
910001036637 8900-11-12E3

Satisfaction Guaranteed. |
For questions ox comments | :

pleas

 
  
 
 

e call 1-888-737-7374. ©
Thank you,

  

 
 
   

    
"
30.jpeg," 
"
3.jpeg,"‘wunissejod pue uoL! wnioeo
‘q ulweyIA Yaqly Auejs!p ‘1018}SQjOU 7} SUB
‘e} pajesnjyes Jo 9oiNos jue uBisjON |

69 ulelOld |
aaa
seins peppy 59 es r

%OL Buoze wnIPeS
60 124 | jejOL

%0
ane Alled %
OF Salioled ||
Buiaias 410d qunowly
(sdiyd S < :
inoge /6 gz) ZO t=: 92!S bun
JaQule}uoo Jed sBulAles ¢

 
"
112.jpeg,"—=.cnel 1 g
Dial Sugars 0,
Incl. Added Sugars | 19
Protein

  
   
  
   
   

    
 
 
  
  
 
 
    
 
 
    
  
   
   
  

 

 
  

 

 

Vitamin D
Calcium
lron
Potassium

 

Nota significant source of Vitamin D,

. a nutrient ina serving of food ,
Sa ee -
Ingredients: Degermed Yellow Corn Meal, Vegetable Oil (sunflower,
Corn, and/or canola), Rice Flour, Dried Potatoes, Sugar, Salt.
Contain 2% or less of: Monoglycerides, Maltodextrin, Buttermilk
Powder, Onion Powder Nonfat Dy Milk, Garlic Powder, Yeast trac,
Lactic Acid Citric Aci

Acid, Tomato Powder Soyr Cream (cream, nonfat dry
milk, cultures) Spices, Paprika Extract, Natural Fi

avor.
CONTAINS MILK INGREDIENTS

DISTRIBUTED By GENERAL MILLS SALES, INC.,
MINNEAPOLIS M

» MN 55440 USA
Conan Bioengneered Food Ingredion Léam more at Ask Generali com
PRODUCT OF CANADA

°9 DEC 2093 OQ
18:93 P2

  
  

Crtohvarate Choices: 1

 

BEST If Used By sf

  

 

    

 
"
5.jpeg,"     

                                                                 

‘10 SUVAA
NINAYD aoe |

4n9 LON Od 9

   

yIONNOA naqHaTlHo OL

 

Pe CLUE
14M

ERM kas
PET OR OSD dN he]

EL Ae! ahs
gee-l 2SIN

Re

“NI ‘SCOO4LUVW
Sg
660¥-¥Z0SL XI on

“ONI ‘Saoo4
Lay
4od aTUNLOYINNYY
""SLON JaUL ONY SLONVA ‘
siondoud SAMVW LVHL NaNAMNOS Hi

| ‘SUNAICEUDAI A08 ONY TIM SNIYINGD
| CIXOLL ,
ah AA elt LOVYLXS Tae
NL 40 Sa 140A 7910 ONY -ONOW ‘S303 pa

nue ( COLTWW IW ‘
Tb oss sn a

Ss 9 40 %2 NVHL

NOD ‘110 VIONVO ‘NHOOd0d ‘Wyong SURE

“@o|npe UOHU NU je1eUEb Jo,

AOS | pasn

juste Bae Aiep 8 0} Se\NqUILIOD 70} a Bera

%0 ——
Bwog winisse}og

%0
- Hw’? Ud]
%0 6

wo winged

)  —
%0 How¢ G Uwe

(re

6, uey} Sse] ulayold

be _siebng peppy Sz) sepnicul
Bz) suebng |eioL

;
\

    
  
                
  
     
                
    

  

 

 

 

Eee

f we _ By ueyy sse| yeqi4 Avey!d
Yb Boz eyeaphyouued IE
eC
jouo

Hwo ) jouaysel”

        
    

yOnjea AyeEd %
OvL saojed

ed junowl

e Buyases 4
Mas

(Bp
| ares woqy azis bul
1409 Jed sBulales Z nod

|S
yoey uoHyIN

  
"
121.jpeg,"HY); Teahuak TTA a ARE Ne:
P-ACID, MANNITOL, eM Na COLORING (inp ss RED 40, RED CT
Lat De a a CE tea -

       
"
65.jpeg," 

 

 

m | otal 710.59 ss.
= uae oo
i —aians © i

 
 
   

     

 

Vitamin D Omcg 0%
Calcium Omg 0%
lron 0.3mg 0% 1

| * The % Daily Value (DV) tells you how much fi ; ‘ a
in a serving of food contributes to a daily diet one 13

calories a day is used for general nutrition advice.

INGREDIENTS: SUGAR, POPCORN, CANOLA OIL, CORN
SYRUP, AND LESS THAN 2% OF COCOA (PROCESSED
WITH ALKAL|), NATURAL FLAVORS, SALT, SOY LECITHIN,

 

GUM ACACIA, MILK, MALTODEXTRIN (MADEFROM CORN), =

BUTTERMILK, COCOA BUTTER, CREAM, MEDIUM CHAIN —
TRIGLYCERIDES, MONO- AND DIGLYCERIDES OF FATTY

ACIDS, ROSEMARY EXTRACT (ANTIOXIDANT), AND

 

 

ASCORBIC ACID (ANTIOXIDANT) alt

CONTAINS MILK AND SOY INGREDIENTS.

MADE ON EQUIPMENT THAT MAKES PRODUCTS
CONTAINING PEANUTS AND TREENUTS. =

MANUFACTURED FOR
SMARTFOODS, INC.
PLANO, TX 75024-4099
©2023 SMARTFOODS. INC.

  
"
8.jpeg,"} wa 4 e

(7.22 = - H z +
(|Nutrition —£ sinsevng ames meaning 5 Daly Vale AMO amen cE ROL TAM
| acts ___ Total Fat 79 9% Total Carb, ~ _, 8% | SYFUP, SOYBEAN AND PALM OL SUGAR, CHOCOLATEY CHP UGAR HYDROGENATED Pave
por cio Servings Sat Fat 3g 44% Fiber ag 234) SsSve omar ian nine Meee,
came, | ety calgary —— ""a

5 ; > Cholesterol Om 9 Ciara aoy | NATURAL! LE INTAINS MILK), SOY LECITHIN, SALT, CARAMEL COLOR, YELLOW 6, ES6S.
2 cookies (32¢' Si g 0% Incl. 12g Added Sugars 23% CONTAINS i VY, MILK AND EGG

Calories 15 » Sodium 115mg 5% Protein 1g MAY CONT? 5 AND TREE NUTS
Jitar 0 : ) - EXCL. Dis cROU.S.A., INC., PARSIPPANY, NJ 07054
4 a1) Omeg 0% » Calcium 10mg 0% # Iron 0.7mg 4% © Potassium 20mg 0% Keebler is trademark of Ferrero Group. ©2023 Ferrero Group

 
"
56.jpeg,"CLASSIC RECIPI aula ial cael

Gall Mh Gull &

;
fi : Hae A)
i ; We ; aM iy
*. *
. j

  

TRY THESE GREAT FLAVORS
Discover the creamy, smooth chocolate of Lindt CLASSIC RECIPE.
Lindt CLASSIC RECIPE has been expertly crafted by the Lindt Maste

Chocolatiers according to traditional Swiss recipes using only the
best tasting chocolate and finest quality ingredients.

CLASSIC RECIPE White Chocolate

Creat, smooth white chocolate with a refined finish.

 

mo a INGREDIENTS: Sugar, cocoa
Nutrition Facts] MOEN: milk, soy
Serving size 7 pieces (29g) | flavor. ;
May contain tree nuts.

   

Amount per serving

Calories 160

‘% Daily Value*
Total Fat 10,

13%
Manufactured by Lindt & Spr; li
; V prung
aturated Fat 6g 30% (USA) Inc, Stratham, NH 03885
Trans Fat Og QUALITY GU
Cholestero| 5mg

ARANTEE
2% CHOCOLADEFABRIKEN LINDT & SPRONGLI AG
Sodium 30 KILCHBERG / SWITZERLAND ;
y t c mg 1% MANUFACTURED IN THE USA BY:
0 a a 0 LINDT & SPRUNGLI (USA) INC.
= a bohydrate 16g 6% STRATHAM, NH 03885
letary Fiber Og 0% LINDT SUSTAINABILITY
Total Sugars 16g

www.lindt.com

=| HIN

 
"
84.jpeg,"     

| ee EM cciciy worpee
97291 124247940 Een TE

Te 7 MOPS ced ca
SDTV cy PSCC) CaN Ua ea

fone es Meee es Laas
BIS cS she aan el

     
"
48.jpeg,"5mg 0% 15mg 1% | Protein

 

TO OPEN:
it Bo and Creasey

 

 

eee fommenteh
www.askhershey.com or 800-468-17

Tice Crt a oe aCe a assis TeuC kin

INGREDIENTS: SUGAR, CHOCOLATE, WHEAT |
| FLOUR, VEGETABLE TIM)
Bs eee nae Malay
Bes A ECM az Ap
Beas OF: LECITHIN SOF

- PGPR, SALT, YEAST, NATURAL & ARTIFICIAL
Ban BAKING SODA.@D |

Ba Cen A

Sa a
aU

I rr CAS LD
\ a |= .
7 s ml
1 . , oe

     

 
"
12.jpeg,"  
 

Q Giwnasou
WNIGOS “VOCS ONS) ONINSAVS1 “LO.LIVNNY “SSWAZN
> SSSYRIND SS33HO WAL ONVWOR ONY NYSaWuvd
10349 ‘SHSNVS) GN3IS 3S33H9 “IWS “40 %Z NVHL
= HOWWIS NYOD GasIGOW “NIBLXIGONWW ‘'sanos og
O82 AMIWG “WO Wivd “SNO713 LV3HM ?SINIIG3HONT

sae UORUINU PeseuSs 40} pasn gi Aep e saojeo
= a10 Awep B O} SAINQUIVOS Poo} jo Huyvues ke u!
ee nu ANOU NOA S1S} (AG) enyea Ajreq % eu .

      
 

       

 

        

 

 

   
  

     

 

 

: 8 50024
= Hwog| wnissejog (
i ary | |
ae ———_ frou IEA /
a) a
Q ( y
i eer es Bz ule}04d | = :
| %0 —
%0
sQWOsend |
Ww
A\\
snd
ae a
ri oyu! ~~
r= | 4
gaumouy | 9. y>!
| CS > ley i 9
4 -2\| 92Z1S Buiasa
\VE 22? Burns > inoqe j
1 ee op rt et
\ at “013143. 4 tag

 

 
"
124.jpeg,"OPp FEWER CALORIES THAN SUGARED CU, CALORIE CONTENT FR TH SERVING SIZE HAS BEEN REDUCED FAK IES, |

v

Nutrition Facts Servings: 8, Serv size: 2 pieces (39), Amount per sening Calories 9,
Total Fat 0g (0% DV), Sodium Omg (0% DV), Total Carb 29 (1% DV), Total sugars Og

\

(Incl Og Added Sugars, 0% DV), Sugar Alcohol 29, Protein 0g Not a significant source of
saturated fat, trans fat, cholesterol dietary fiber, vitamin D, calcium, iron and potassium. DV=% Daily Value

INGREDIENTS: SORBITOL, GUM BASE, MALTITOL, NATURAL AND ARTIFICIAL FLAVOR, MANNITOL: LESS THAN 2% OF

ACACIA, ACESULFAME POTASSIUM, BHT (TO MAINTAIN FRESHNESS), BLUE 2 LAKE, CANDELILLA WAX, GLYCERIN,
RED 40 LAKE, SOY LECITHIN, SUCRALOSE, TITANIUM DIOXIDE (COLOR)

CONTAINS: SOY,

MONDELEZ GLOBAL LLC, EAST HANOVER, HJ 07936 USA
CONTAINS A BIOENGINEERED FOOD INGREDIENT
QUESTIONS? CALL 1-800-524-2854

www.dentyne.com

CONTAINS SPICY CINNAMON Ra
aaa SAT ML

10258297 / 0405005039117

 
"
108.jpeg," 

Pua aU

 

ao

   
 

SEMISWEET RS mR La mtn ——
Pee Tt ten PT THed rN Ullg visit u
a aa ae aan ae ane facebook.co

or call
eC) a
ay Sy My as)
: PLEASE SEE DATE P

a smartiobet”

TRAY
"
94.jpeg," 
"
10.jpeg,"oy

an

ae a

sg ""240109 hsv’ YOnYTALOBLONd 43H 01 ax00vOIQvOIy

 
"
91.jpeg," 

               
                  

mma hliole gsa}sOH £z-6 100 G L799 Sy 'exaUg]

es y{1‘spueig SS91SOH

‘ SMC THON go04 AaMaaNIDNIOle SNIVLNOD
‘a W¥HdSOHd WAI IVIONON
Ovahy anaBS
SIAIMITATENG ony ONOW Nh. 13
&
‘isi Jb lS yatl

                 

               
  

 

pawagige""eST: HO 42 SNIVINOS 'ng9 SOWIE
Sev ueeii NOU! O2ONCAB WO AN 3
7 GIHQUNS BAIN ""BYOMS -¢ jad eee

        

1WaHW ‘ACS HUD 93 SHIVLNOD

gga ‘Ob GaW'S MT am
oral)

'NEHLIDST AOS FW ALaepl

ad oO NVLLOT

al) 4iveuos WAISSVLOd ONY. (194 qau0s

NW qivHaSOHaOwAd OISV Wi, Ags ‘TVS

NWALONHO. TadiOOW 48

   

  

     
                   
             

AKO VIL dilhAS
enowuad AVOVIN “ENO xaNA Tar HAO ryan Y

  
       

(080 Sena

(621) Se

 

9A () WN\SSe}Od @
\ $ ;
Co coe 1 ~H%9_sieGng peppy Oe PU
LESL-CBv'000°b 1 _ Bee srebng (eek
60 19014

$00
%o Lb Gly *QuRd 1m30L

 
"
25.jpeg," 
"
38.jpeg,"# e i.

    
   

é mi

i} WW

a Ee b — 4

  

   

 
 

Ln hh ede
ee

 

WAVE IN JAR
i OT at DIP SPOON IN HOT WATER.

ltition Facts Servings: About 16, Serv st

oxy sg Calories 40, Total Fat 9 wr h DV) ) ia
Transat, Cholest. Hh 1M), Sodium 10m 4 Si
f rie

e: 2 Ths? .

DV), Fber Og (0% DV), Total Sugars 8g (i us.
hii Me ( Vit. D (0% DV), Calcium (0% DY), —

Moen com i a
; coNTANS UP
AND NATURAL FLAVOR.

CONTAINS: EGG.

KRAFT HEINZ FOODS COMPANY
CHICAGO, IL 60601

SCAN HERE FOR MORE 3
FOOD INFORMATION
"
53.jpeg,"wutrition Facts sav. sz
Amount per serving: Calories 240, wack ox \&9
(18% DV), Sat. Fat 8g (40% DV), Trans Fat Og WS ovrest.
ae | <5mg (1% DV), Sodium 95mg (4% DV’. Totan Carb. 269
..., ,7 70 DV), Dietary Fiber 2g (7% DV), ‘otal Sugars 22g (Incl.
\ 21g Added Sugars, 42% DV), Protein 5g, Vit. D (0% DY),
s | Calcium (2% DV), Iron (4% DV), Potas. (4% DV).

-
—-—>
CJ --
oe
~ oe

2
rf
ie
3
.
.

 
"
68.jpeg,"Vy 0 on 70
Omg 0% 5

eo ——,

n 170mg 7% 440mg
tal Carb. 159 6%l4g, >
Dietary Fiber 1g
- Total Sugars <ig
Protein io |.

  
    
   
   
  
 
  

vf

   

  

| VitaminD Omcg 0% Omceg 0%
Calcium 10mg 0% 20mg 0%
— 0.6mg 2% 1.5mg 8%

Potassium 350mg 6% 920mg 15%
1Vitamin C cis oo

—_—
|} | Nota significant source of added sugars.

a a

* The % Daily Value (NV) tells you how much a nutrient in a serving of
food contributes to a daily diet. 2,000 calories a day is used for
yeneral nutiition advice.

INGREDIENTS: POTATOES, VEGETABLE OIL (CANOLA,
CORN, SOYBEAN, AND/OR SUNFLOWER OIL), AND SALT.

 

 

 
"
43.jpeg,"    
 

% Daily Value*

TotalFat7g
“Saturated Fat4g 20%

   
    
   
     
     
    
 

Trans Fat Og
Cholesterol 5mg 2%
Sodium 40mg 2%
Total Carbohydrate 179 6%
Dietary Fiber<ig=SstS=CSG

 
 

Total Sugars 9g

geen meneswenstripurernemeesninssesicl spe s ie
Includes 8g Added Sugars 16%
Protein 2g

    
   
     

Vitamin D Omeg 0% © Calcium 20mg 0%
lron img 6% © Potassium 70mg 0%

“The % Daily Value (DV) tells you how much a nutrient in a
serving of food contributes to a daily diet. 2,000 calories
a day is used for general nutrition advice,

MADE FROM: MILK CHOCOLATE (SUGAR, COCOA BUTTER, MILK CHOCOLATE
PROCESSED WITH ALKALI, CHOCOLATE, NONFAT MILK, SOY LECITHIN, VANILLA
EATRACT), ENRICHED WHEAT FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMINE
MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, VEGETABLE OILS (PALM AND/OR
SOYBEAN AND HYDROGENATED SOYBEAN), EGGS, CONTAINS 2% OR LESS OF:
CORNSTARCH, SALT, BAKING SODA, NATURAL FLAVOR, NONEAT MILK

CONTAINS: MILK, SOY, WHEAT, EGGS.

___ PEPPERIDGE FARM, INC., NORWALK, CT 06856
Contains bioengineered food ingredients,
The ingredients from corn, soy, and sugar in this
product come from genetically modified crops.

Learn more at pepperidgefarm.com
910001029380 4743-4-6E3

 
     
       

    

_ Baked with no artificial preservatives
(just one more reason why they're so good).
Baked in U.S.A.

 

 
   
 

CHOCOLATE

i
r

  

   
  
 
  
  
 
 
  
 
 
  
   
  
 
  
"
90.jpeg,"2 Udy We Boru Ne) Eee
INGREDIENTS: ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE
MONONITRATE, RIBOFLAVIN, FOLIC ACID). HIGH FRUCTOSE CORN SYRUP, PALM OIL &
 ERACTIONATED PALM OIL, WATER, DICED PEACHES, SUGAR, FOOD STARCH-MODIFIED (CORN),
CONTAINS LESS THAN 59, OF EACH OF THE FOLLOWING: SALT, SODIUM PROPIONATE
(PRESERVATIVE), CORN STARCH, WHEAT FLOUR, MALTED BARLEY FL UR, NATURAL FLAVORS,
YANTHAN GUM, SODIUM BENZOATE (PRESERVATIVE), CITRIC ACID (PRESERVATIVE), DEXTROSE,
CALCIUM CARBONATE, AGAR-AGAR, MONO- AND DIGLYCERIDES, SORBITAN MONOSTEARATE,

YELLOW #5, YELLOW #6, SOY LECITHIN.

 

| per SErVING wee 2 i a

   

 
"
93.jpeg,"ag ee ee

0% Omg 0%! inci aga —

-Added Sugars 9g 189) | ;
molg 1% 100mg 4% | Protein = 29 me 4
ieee’ — | ee —— iJ A
Omceg 0% Omeg 0% lron 0.5mg 29: [
a —— Oe a
Omg 0% 10mg 0% Potassium 20mg 0% am
nee lorena (OV ls ae id much & nuthientin a Serving of food contributes 10 & daily diet 2a Q Ta

            

      

—_——

SONO93S St O) ¢ 40d HTH NO lay ayy uaddvun Way; We
HISS3G OTYOM-SIHI-dO-ING Ne HOd Shi

LObZ€ JASSANNIy ‘V90 Oy fe

‘ON! ASV We op

Ad ogy
S1UaIpaiBuy poo Pelsaulbusog Sp

fg IPT LH anig ‘ayey ou MO|[9A “OYe] ox Mole
S SIOARLY [eIouny pure jeINVeN eg ‘efine Uy 1

1eq Unelax ‘lO ueaqhos J9}EM ‘119 [away Wop Ay

J 426ng vreau (SSUAZUS ‘pioy a10 WAEYOO"" Bap Ui
‘npay ‘UDEIY Ino} HOUM) sno}y payouu-<Aj5, 4 “oy §

e VO, a

&. a
fy fi

Pr
"
1.jpeg,"INFIGFYONI GOO4 204 CLEEINI
SIBLE NL SEPECHYOD OSL X0G Od SSHAIGS JOUINSUCD :0} EI JO “6EFE-zeg
61022 -G10@D_ — GLEZE NL'FTVGSDITION ‘OSz xO

008-1 16D ‘Swuounans YSN
Od

INOS
€£008 Damon ced S5r8
SLAW SEL HHIO NIVLNOO OSTY AVI 1VSHM NTN ‘993 ‘SONONTY ‘SLANY3d AOS ‘INNOOOO SNI¥LNCO NOUYMEO yy

Sag

AME,

NYNSSOVUUKD YRONS ITHS NLIOT AOS TIN AC {NaN (ON ae UAIYM STO NY38A0S oe
mt ATTd¥ IT¥S ASHM 5

KK SENN RANGA INNO AWS Wiod' STO NYSRAOS (NY TSNUSN Wd HY a ns SlV0 C

cami0¥

WI WH) '
CATIOY NIVHO OH IONYES °

We

~~

 
"
78.jpeg," 

                       

Saal

    

    

Od tas BEA

esi cere Pert (aod H i
aI eS) |

PH Amel tslO ms H

AWA N) id ee i

oS: U POAT: |t-BES)( ae

4 Eon CORE) CIN Rye hc mae ae
OTOL ARE CMR OOS RENTS TTC eiiceccaa
OREN USMC LMC a RT TORE A y

PEM eel (Mee) Wh) pe] Ehs Var eT!
SVT LCOS) a COTS CaCI 2
eT TAM OCLC) TM eEL (Oe eA TT e100
OMY) ‘ITVS “S3OIdS ‘SH3dddd IHD] YIOMOd fy,
Pa SMO ML TENTS ESE COMBS QETE LD

/

     

 

%0 Bw wnissejog
SoG Bwy'¢ ul) |
%0 Bwig wnigje9
%0 Bow q ulwe.iA |

ya

52 i ssayodd )

eee : 4
%0 _siefins peppy 50 Sepr gy ;
sth aan 90 Se Hnc a
Sv et i.

I Ul JUeUINU e Yon MOY NO s}—4 (Aq) enjeA Aleq % SUL, y

SZzis 5 :
AISUIEJUOD od sBuinios ees !

S}OC4 UORINN

 
"
49.jpeg," 

209 |. 3303
=:07.2025 e138

 
"
40.jpeg,"    
 
  
 

  
   
     

| a ‘ion 1 Facts
Bret inl per container
sie 4 tsp (2g)

| te : A -
got ser 4 Q
Oe S ss

1%
3%

 

ital Fat U

Be a in ;

Na
, oS (ude is 09 \dded Sugars 9%
a 3
‘i, ——
*2y hy. Ol Dolyunsaturated fat, monounsaturate’
Na ND, calcium, iron, and potassium. ner
mi
| COS Su HYDRO(: iENATE
“OCONUT AND/OR PALM K

N ut AND LESS THAN 2% OF

inp DERIVATIVE) **, MOT

 

tole, leste f Omg

used By date.

 

 

0%
0%

ium

 

tC oh drate 1g
ars Jars 0 g

tore in a coal, dry place.
ee bottom of jar for BEST If

, s/ATURAL AND ARTIFICIAL FLA
By, of, “CONTA TAINS: A MILK DERIVATIVE:
a TED Ose.

 

| Ny ; } ST]
‘Ts V9. 5 RUS
Dep ep cE.
RU
“FROM a BIOENGINEERED 5°”

yar”

vy,
yt ory:
> “'Sl U.S, powdered creamer ©""

ae FOTASSIUM PHOSPHATE. soDIU

  
      
  
   

Q

QQVO90G

29 Une.

%
"
52.jpeg,"————— wae Senn.
—yettlolm fFa@aACTS serv. = ee ee Go
ee gstsses s Pic ial
o ef SETVING: Calories a O, eo

/ ” OUlN xi

a a 8g (40% DV), Trans Fat Og Staciest. 4
eee Ae DY), Sodium 95m9 (’""_~.), Totareark. 26° a
(9% DV), Dietary Fiber 2g (7% DV), Total Sugars 22g \'nc

21g Added Sugars, 42% DV), Protein 9g, Vit. D (0% DV
Calcium (2% DV), Iron (4% DV), Potas. (4% DV)

.
/

 
"
28.jpeg," 

ARLES

A FRONTIER STAPLE FOR
EVERYDAY ADVENTURES

Nourishing and convenient, oatmeal was a favorite of frontier folk for

qood reason. Kodiak® Oatmeal is crafted with whole grain rolled oats

and protein-packed to make it a great-tasting source of nourishment
whether you're at home or out on the trail.

 

 

% MICROWAVE DIRECTIONS:

j

 
 
  
    

   
 

cesta tcc tt att ANE NNN AMANAAAATY

   
        
     
    
    
    
    
   
    
    
   
   
   
   
 
  

  

 

pron 1.2mg 6%
a tt a RRRNMRMRCLae fT

QR 1. Tear packet open and add contents to a microwave-safe bowl.
app Vs CUP 2. Add 1/3 cup water (use milk for extra protein).
WATER OR MEK | 3. Stir until combined. oo
4. Based on desired texture, heat in microwave on high
Fy for 30-45 seconds.* io 9
wcnowave | STEEPING DIRECTIONS:
pg 1. Empty contents into a bowl.
2. Add 1/3 cup hot water (use milk for extra protein).
OR 3. Stir well, cover, and let stand for 2-3 minutes.
ae a CAUTION! Bowl and contents will be hot.
solic *Directions developed with 1100-watt microwave ovens.

2-3 MINUTES

servings per container
erving size 1 Packet (50g)

 

Nutrition Facts

)

~ Oo

Amount Per Serving

Calories 190

____%Dally Value*

Total Fat 2.5g 3%

Saturated Fat 0.5g 3%

Trans Fat Og

_ Cholesterol 5mg 2%

Sodium 210mg 9%

' otal Carbohydrate 31g 11%
Dietary Fiber 3g 11% |

‘otal Sugars 10g
includes 9g Added Sugars
Protein 12g

i rane meena
vitamin D Omeg 0% »* Calcium 100mg 8%

* Potassium 130mg 2%

18%

ihe % Daily Value (DY) tells you how much a
huiient in a serving of food contributes to a daily
diet. 2,000 calories a day is used for generai
nutrition advic

it
,

 

-— %
 -@2n22>

   
 

 

Microwaves vary. Adjust cooking time as needed.

“oe St,
Pe =
Az >,
La ~

Ra

 

a pay pally ——
(eyoly rey 4 TY¥

es realty AS

‘a ’

vey AK CAKES. wy

  

iy

 

PES SUGGES HERG HEU AIEEE RR RRR AA RRR NAAR RAR RRA RA RARER

   

      
 
      
 
   
   
   

 
"
