img,text,model,prompt,img_id
./JPEG_Dataset/22.jpg,"```
INGREDIENTS: Chicory Root Fiber, Wheat Flour, Palm Fruit Oil, Butter, Cane Sugar, Vegetable Glycerin, Brown Sugar, Whole Milk, Eggs, Organic Cinnamon, Chickpea Flour, Sea Salt, Sunflower Lecithin, Oat Fiber, Baking Soda, Chamomile, Monkfruit Extract. *Sustainably sourced

CONTAINS EGG, MILK AND WHEAT

None of our ingredients are genetically modified.

Nutrition Facts
1 serving per container
Serving size 1 wafel (33g)

Amount per serving
Calories 120

% Daily Value*
Total Fat 6g 8%
   Saturated Fat 3.5g 16%
   Trans Fat 0g
Cholesterol 10mg 3%
Sodium 85mg 4%
Total Carbohydrate 19g 7%
   Dietary Fiber 6g 21%
   Total Sugars 3g 
      Includes 3g Added Sugars 6%
Protein 1g 

Vitamin D 0mg 0%
Calcium 6mg 2%
Iron 1mg 2%
Potassium 5mg 2%

* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet, 2,000 calories a day is used for general nutrition advice.
```
",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,22
./JPEG_Dataset/23.jpg,"```plaintext
MILK CHOCOLATE (SUGAR, COCOA BUTTER, CHOCOLATE, SKIM MILK, LACTOSE, MILKFAT, SOY LECITHIN, PGPR, ARTIFICIAL FLAVOR), PALM OIL, ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, CORN SYRUP, LESS THAN 2% - COCOA POWDER PROCESSED WITH ALKALI, SKIM MILK, MODIFIED CORN STARCH, SALT, COCOA POWDER, SOY LECITHIN, BAKING SODA, ARTIFICIAL FLAVOR.
ALLERGY INFORMATION: CONTAINS MILK, SOY AND WHEAT. MAY CONTAIN PEANUTS.
DISTRIBUTED BY MARS WRIGLEY CONFECTIONERY US, LLC, HACKETTSTOWN, NJ 07840-1503 USA
CONTAINS BIOENGINEERED FOOD INGREDIENTS
We value your questions or comments. Call 1-800-551-0907 or visit us at www.twix.com
Please save the unused product and wrapper.
```",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,23
./JPEG_Dataset/24.jpeg,"I'm sorry, but it seems there's no image for me to analyze. Please upload the photo of the product's back, and I will do my best to extract the text for you.",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,24
./JPEG_Dataset/25.jpeg,"```
Nutrition Facts
10 servings per container
Serving size 1/10 package mix (43g)
Per 1/10 cake Per 1/10 cake
mix baked
Calories 170 280
% DV* % DV*
Total Fat 1.5g 2% 15%
Saturated Fat 1g 5% 18%
Trans Fat 0g
Cholesterol 0mg 0% 1%
Sodium 320mg 14% 15%
Total Carbohydrate 36g 13% 14%
Dietary Fiber <1g 3%
Total Sugars 19g
Includes 19g Added Sugars 38% 38%
Protein 2g
Vitamin D 0mcg 0% 0%
Calcium 30mg 2% 4%
Iron 2mg 10% 10%
Potassium 120mg 2% 3%
Thiamin
Riboflavin
Niacin
Folate
DmgTec2O
8%
8%
8%
15%
(26mg)
folic acid
(1mg)
*The % Daily Value (DV) tells you how much a nutrient in a
serving of food contributes to a daily diet. 2,000 calories a
day is used for general nutrition advice.
INGREDIENTS
Enriched bleached wheat flour (bleached wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin,
folic acid), sugar, leavening (sodium aluminum phosphate, baking soda), soy flour, palm and soybean oil, less
than 2% of: dextrose, modified wheat starch, salt, cellulose gum, propylene glycol monoesters, mono and
diglycerides, sodium stearoyl lactylate, xanthan gum, artificial flavor. Contains wheat.
Contains Milk and Soy.
Conagra Brands
P.O. BOX 3534
CHICAGO, IL 60654
Scan here for more food information
or call 1-800-323-9344.
Q smartlabel
```",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,25
./JPEG_Dataset/26.jpeg,"```
INGREDIENTS: DEXTROSE, SACCHARIN, CREAM OF TARTAR, CALCIUM SILICATE (AN ANTI-CAKING AGENT)

Nutrition Facts
50 servings per container
Serving size 1 packet (1g)

Amount per serving
Calories 0

Total Fat 0g 0% Daily Value
Sodium 0mg 0%
Total Carbohydrate Less than 1g
   Total Sugars Less than 1g
      Includes < 1g Added Sugars 0%
Protein 0g

Not a significant source of saturated fat, trans fat, cholesterol, dietary fiber, Vitamin D, calcium, iron, and potassium.

EACH SERVING CONTAINS LESS THAN 4 CALORIES WHICH THE FDA CONSIDERS DIETETICALLY ZERO.
SUITABLE FOR PEOPLE WITH DIABETES
A GLUTEN FREE FOOD

CUMBERLAND PACKING CORP.
2 CUMBERLAND STREET
BROOKLYN, NY 11205 USA
```",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,26
./JPEG_Dataset/27.jpeg,"Camellia
FRESH BREW TEAS

ENGLISH
BREAKFAST
BLACK
TEA

Ingredients:
Black Tea.

Distributed by:
Ronnoco Beverage Solutions
618 S. Boyle Ave.
St. Louis, MO 63110

**FOUR FILLED CIRCLES ARE EQUIVALENT TO
ONE 8 OZ. CUP OF COFFEE

13 BEST BY AUG/24/24",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,27
./JPEG_Dataset/28.jpeg,"```plaintext
A FRONTIER STAPLE FOR EVERYDAY ADVENTURES
Nourishing and convenient, oatmeal was a favorite of frontier folk for good reason. Kodiak' Oatmeal is crafted with whole grain rolled oats and protein-packed to make it a great-tasting source of nourishment whether you're at home or out on the trail.

MICROWAVE DIRECTIONS:
1. Tear packet open and add contents to a microwave-safe bowl.
2. Add 1/3 cup water (use milk for extra protein).
3. Stir until combined.
4. Based on desired texture, heat in microwave on high for 30-45 seconds.*

STEEPING DIRECTIONS:
1. Empty contents into a bowl.
2. Add 1/3 cup hot water (use milk for extra protein).
3. Stir well, cover, and let stand for 2-3 minutes.

CAUTION: Bowl and contents will be hot.
*Directions developed with 1100-watt microwave ovens.
Microwaves vary. Adjust cooking time as needed.

Nutrition Facts
6 servings per container
Serving size 1 Packet (50g)

Amount Per Serving
Calories 190
% Daily Value*
Total Fat 2.5g 3%
Saturated Fat 0.5g 3%
Trans Fat 0g
Cholesterol 5mg 2%
Sodium 210mg 9%
Total Carbohydrate 31g 11%
Dietary Fiber 3g 11%
Total Sugars 10g
Includes 9g Added Sugars 18%
Protein 12g
Vitamin D 0mcg 0% Calcium 100mg 8%
Iron 1.2mg 6% Potassium 130mg 2%

[*] The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.

INGREDIENTS:
100% whole grain rolled oats, cane sugar, pea protein concentrate with tapioca starch, milk protein isolate concentrate, whey protein isolate with sunflower lecithin, blueberries, sea salt, cream, natural flavor, citric acid.

Contains milk. Due to processing on shared equipment, contains trace amounts of egg, soy, tree nuts, and wheat.

KODIAK
Created & distributed by:
KODIAK CAKES
Park City, UT 84098
©2022 KODIAK CAKES, LLC
```",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,28
./JPEG_Dataset/29.jpeg,"```plaintext
Nutrition Facts
About 57 servings per container
Serving size 2 tsp (8g)

Amount per serving
Calories 30

% Daily Value*
Total Fat 0g 0%
Sodium 0mg 0%
Total Carbohydrate 8g 3%
Total Sugars 8g
Includes 8g of Added Sugars 16%
Protein 0g

*The % Daily Value tells you how much a nutrient
in a serving of food contributes to a daily diet. 2,000
calories a day is used for general nutrition advice.

""One serving adds 8g of sugar to your diet and
represents 16% of the Daily Value for Added Sugars.

INGREDIENTS: BROWN CANE SUGAR.

DISTRIBUTED BY:
Domino Foods, Inc., West Palm Beach, FL 33401
Questions or Comments?
www.dominosugar.com or call 1-800-729-4840

@dominosugar
#dominosugar

FOLLOW US ON SOCIAL MEDIA!
Facebook Logo f Pinterest Logo p Instagram Logo Camera

Paper Box how2recycle.info
Plastic Bag

Storage Instructions
To retain moistness, soft brown
sugar is best kept stored in an
airtight container away from light
and heat. Freeze for prolonged
storage (brown sugar thaws rapidly).

For more information,
go to our website.
```",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,29
./JPEG_Dataset/30.jpeg,"```plaintext
Nutrition Facts
1 container (60g)
Amount per serving
Calories 230
% Daily Value*
Total Fat 2.5g 3%
Saturated Fat 0.5g 2%
Trans Fat 0g
Cholesteral 5mg 2%
Sodium 190mg 8%
Total Carbohydrate 36g 14%
Dietary Fiber 5g 19%
Total Sugars 12g
Incl. 12g Added Sugars 24%
Protein 14g 23%
Vitamin D 0mcg 0%
Calcium 140mg 10%
Iron 1.8mg 10%
Potassium 190mg 4%
*The % Daily Value tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.

INGREDIENTS:
100% WHOLE GRAIN ROLLED OATS, PEA PROTEIN CONCENTRATE WITH TAPIOCA STARCH, CANE SUGAR, MILK PROTEIN CONCENTRATE, BROWN SUGAR, WHEY PROTEIN ISOLATE WITH SUNFLOWER LECITHIN, DRIED MAPLE SYRUP, MILK PROTEIN ISOLATE, SEA SALT, NATURAL FLAVOR.

CONTAINS MILK.
DUE TO PROCESSING ON SHARED EQUIPMENT, MAY CONTAIN TRACE AMOUNTS OF EGG, SOY, TREE NUTS, AND WHEAT.

Created & distributed by:
KODIAK CAKES
P.O. BOX 980998
Park City, UT 84098
©2023 KODIAK CAKES LLC
```",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,30
./JPEG_Dataset/31.jpeg,"```plaintext
INGREDIENTS:
100% WHOLE GRAIN ROLLED OATS,
CANE SUGAR, SEMISWEET CHOCOLATE
CHIPS (SUGAR, UNSWEETENED
CHOCOLATE, COCOA BUTTER),
DEXTROSE, SUNFLOWER AND/OR SOY
LECITHIN), PEA PROTEIN CONCENTRATE
WITH TAPIOCA STARCH, MILK PROTEIN
CONCENTRATE, WHEY PROTEIN ISOLATE
WITH SUNFLOWER LECITHIN, COCOA,
SEA SALT.

CONTAINS MILK AND SOY.
DUE TO PROCESSING ON
SHARED EQUIPMENT, CONTAINS
TRACE AMOUNTS OF EGG, TREE
NUTS, AND WHEAT.
```",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,31
./JPEG_Dataset/32.jpeg,"```plaintext
Nutrition Facts
10 servings per container
Serving size 1 packet (28g)

Amount per serving
Calories 100

% Daily Value*
Total Fat 0g 0%
Saturated Fat 0g 0%
Trans Fat 0g
Polyunsaturated Fat 0g
Monounsaturated Fat 0g
Cholesterol 0mg 0%
Sodium 310mg 14%
Total Carbohydrate 22g 8%
Dietary Fiber 1g 5%
Total Sugars 0g
Includes 0g Added Sugars 0%
Protein 2g
Vitamin D 0mcg 0%
Calcium 130mg 10%
Iron 2.1mg 10%
Potassium 40mg 0%
Thiamin 0.10mg 8%
Riboflavin 0.13mg 10%
Niacin 1.6mg 10%
Folate 50mcg DFE
(30mcg folic acid) 15%

* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.

INGREDIENTS: Degerminated white corn grits, salt, calcium carbonate, reduced iron, niacinamide*, BHT and citric acid (to preserve freshness), thiamin mononitrate*, riboflavin*, folic acid*.
*One of the B vitamins.

DISTRIBUTED BY:
THE QUAKER OATS COMPANY
P.O. BOX 049003
CHICAGO, IL 60604-9003 U.S.A.

SmartLabel™

Scan here for more food information 1-800-694-7487

QUAKER
EST'D 1877

SIMPLY THE
BEST QUALITY

Quaker has set the standard in Grits for over 100 years. Quaker® Instant Grits can help your family continue the tradition with easy to prepare, smooth and creamy Grits.

For more recipe ideas visit:
quakeroats.com

Please note:
Tiny dark specks occasionally found in our grits are naturally occurring in the corn we use in this product and do not affect the taste or texture.

[Social media icons]

For special offers, information & to join the conversation, visit:
quakeroats.com facebook.com/Quaker @Quaker
```",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,32
./JPEG_Dataset/33.jpeg,"```plaintext
DELICIOUS ANYTIME
Our grits make a great addition to any meal. Enjoy
or mix things up and try adding your own grits stone,
butter, shredded cheese, green onions, or shrimp, for a
delicious southern dish.
Tiny dark specks occasionally found in our grits are natural
IN THE CORN we use in this product and do not affect the quality
of this product.
smartlabel
Scan here for more food information or call
1-800-694-7487

INGREDIENTS: Degerminated white corn grits,
niacinamide*, reduced iron, thiamine mononitrate*,
riboflavin*, folic acid*.
*One of the B vitamins

DISTRIBUTED BY:
THE QUAKER OATS COMPANY
P.O. BOX 049003 CHICAGO, IL
60604-9003 U.S.A.
QUAKER

OATS
Please have package available when calling.

QUICK
CHEESE GRITS
2 cups water
1/2 cup QUAKER® Quick Grits
4 ounces pasteurized prepared
cheese product, cubed
Dash garlic powder (optional)
Paprika
Reduce
heat to low; cover. Cook 4-5 minutes or until thickened,
occasionally. Add cheese and garlic powder; continue cooking
3 minutes. Sprinkle with paprika. 4 SERVINGS
For more recipe ideas visit quakeroats.com
```",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,33
./JPEG_Dataset/34.jpeg,"```
Nutrition Facts
1 container (43g)
Serving per container 1
Amount per serving
Calories 160
% Daily Value*
Total Fat 3g 4%
Saturated Fat 0.5g 3%
Trans Fat 0g
Cholesterol 0mg 0%
Sodium 130mg 6%
Total Carbohydrate 32g 12%
Dietary Fiber 4g 14%
Total Sugars 12g
Includes 12g Added Sugars 24%
Protein 4g
Vitamin D 0mcg 0% Calcium 20mg 2%
Iron 1.2mg 6% Potassium 150mg 4%
The % Daily Value (DV) tells you how much a nutrient
in a serving of food contributes to a daily diet. 2,000
calories a day is used for general nutrition advice.
INGREDIENTS: WHOLE GRAIN OATS, SUGAR, DRIED APPLE PIECES,
NATURAL FLAVOR, SALT, CINNAMON.
DISTRIBUTED BY:
THE QUAKER OATS COMPANY
P.O. BOX 049003
CHICAGO, IL 60604-9003 U.S.A
©2020 The Quaker Oats Company
Smartlabel™
Scan here or visit www.smartlabel.org
for more food information
1-800-555-6287
Call for more food information.
We're here to help. Quakeroats.com or 800.555.6287
Please have package available when calling.
```",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,34
./JPEG_Dataset/35.jpeg,"{""text"": [""NO Artificial preservatives"", ""NO Artificial Colors"", ""INGREDIENTS: TOMATOES (TOMATO PUREE, WATER), COOKED ENRICHED SPAGHETTI (WATER, ENRICHED WHEAT FLOUR (DURUM WHEAT SEMOLINA, NIACIN, FERROUS SULFATE (IRON), THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID), WHEAT PROTEIN ISOLATE (WHEAT GLUTEN, PHOSPHATE, LACTIC ACID), GLYCERYL MONOSTEARATE), MEATBALLS (PORK, CHICKEN, WATER, CRACKERMEAL (ENRICHED WHEAT FLOUR (BLEACHED WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), MAY CONTAIN GUAR GUM), SOY PROTEIN CONCENTRATE, CARAMEL COLOR, FLAVORINGS, SOYBEAN OIL, SALT), WATER, HIGH FRUCTOSE CORN SYRUP, LESS THAN 2% OF: MODIFIED CORN STARCH, SALT, DEHYDRATED ONION, HYDROLYZED CORN AND WHEAT GLUTEN AND SOY PROTEIN, CITRIC ACID, FLAVORINGS, ENZYME MODIFIED CHEESE (CHEDDAR CHEESE (PASTEURIZED MILK, CULTURES, SALT, ENZYMES), WATER, SODIUM PHOSPHATE, XANTHAN GUM), SOYBEAN OIL. CONTAINS: MILK, SOY, WHEAT."", ""Conagra Brands"", ""P.O. BOX 3534, CHICAGO, IL 60654"", ""Questions or comments, visit us at www.chefboyardee.com or call 1-800-544-5680"", ""Scan here for more food information""]}",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,35
./JPEG_Dataset/36.jpeg,"```
INGREDIENTS: TOMATOES (TOMATO PUREE, WATER), COOKED ENRICHED SPAGHETTI (WATER, ENRICHED WHEAT FLOUR [ENRICHED WITH NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], EGG WHITES), WATER, HIGH FRUCTOSE CORN SYRUP, LESS THAN 2% OF: MODIFIED CORN STARCH, SALT, DEHYDRATED ONION, HYDROLYZED CORN AND WHEAT GLUTEN AND SOY PROTEIN, CITRIC ACID, FLAVORINGS, ENZYME MODIFIED CHEESE [CHEDDAR CHEESE (PASTEURIZED MILK, CULTURES, SALT, ENZYMES), WATER, DISODIUM PHOSPHATE, XANTHAN GUM], SOYBEAN OIL.
CONTAINS: MILK, SOY, WHEAT.
```
",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,36
./JPEG_Dataset/37.jpeg,"```plaintext
DO NOT MICROWAVE IN JAR
PURCHASE BY REMOVAL OF CONTENTS, DIP SPOON IN HOT WATER.

Nutrition Facts
Serving Size: About 1.5 Serv., Size: 2 Tbsp (13g)
Amount per serving: Calories 45, Total Fat 0g (0% DV), Sat. Fat 0g (0% DV), Trans Fat 0g, Cholest. 0mg (0% DV), Sodium 10mg (0% DV), Total Carb. 1g (0% DV), Fiber 0g (0% DV), Total Sugars 1g (Incl. 0g Added Sugars, 0% DV), Protein 0g, Vit. D (0% DV), Calcium (0% DV), Iron (0% DV), Potas. (0% DV).

INGREDIENTS: CORN SYRUP, SUGAR, WATER, CONTAINS LESS THAN 2% OF MODIFIED FOOD STARCH, GELATIN, SALT, NATURAL FLAVOR, AND ARTIFICIAL COLOR.

KRAFT HEINZ FOODS COMPANY
CHICAGO, IL 60601

SCAN HERE FOR MORE FOOD INFORMATION
```
",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,37
./JPEG_Dataset/38.jpeg,"```plaintext
DO NOT MICROWAVE IN JAR
FOR EASY REMOVAL OF CONTENTS, DIP SPOON IN HOT WATER.

Nutrition Facts Servings: About 15, Serv. size: 2 Tbsp (13g),
Amount per serving: Calories 45, Total Fat 0g (0% DV), Sat. Fat 0g (0% DV), Trans Fat 0g, Cholest. 0mg (0% DV), Sodium 10mg (0% DV), Total Carb.11g (4% DV), Fiber 0g (0% DV), Total Sugars 8g (Incl. 8g Added Sugars, 16% DV), Protein 0g, Vit. D (0% DV), Calcium (0% DV), Iron (0% DV), Potas. (0mg)

INGREDIENTS: CORN SYRUP, SUGAR, WATER, CONTAINS LESS THAN 2%
OF DRIED EGG WHITES, CREAM OF TARTAR, XANTHAN GUM, ARTIFICIAL
AND NATURAL FLAVOR.

CONTAINS: EGG.
KRAFT HEINZ FOODS COMPANY
CHICAGO, IL 60601

SCAN HERE FOR MORE
FOOD INFORMATION
```",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,38
./JPEG_Dataset/39.jpeg,"```
Nutrition Facts
About 85 servings per container
Serving size 3/4 tsp (2g)
Amount per serving
Calories 10
% Daily Value*
Total Fat 0.5g 1%
Saturated Fat 0.5g 3%
Trans Fat 0g
Cholesterol 0mg 0%
Sodium 5mg 0%
Total Carbohydrate 1g 0%
Total Sugars 0g
Includes 0g Added Sugars
Protein 0g
Not a significant source of polyunsaturated fat, monounsaturated fat, dietary fiber, vitamin D, calcium, iron, and potassium.

INGREDIENTS: CORN SYRUP SOLIDS, HYDROGENATED VEGETABLE OIL (COCONUT AND/OR PALM KERNEL AND/OR SOYBEAN), LESS THAN 2% OF SODIUM CASEINATE (A MILK DERIVATIVE)**, MONO- AND DIGLYCERIDES, DIPOTASSIUM PHOSPHATE, SODIUM ALUMINOSILICATE, NATURAL AND ARTIFICIAL FLAVOR, ANNATTO COLOR. CONTAINS: A MILK DERIVATIVE.

**Not a source of lactose.

DISTRIBUTED BY NESTLÉ USA, INC.
ARLINGTON, VA 22209 USA
```",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,39
./JPEG_Dataset/40.jpeg,"```plaintext
Nutrition Facts 
about 85 servings per container 
Serving size ¾ tsp (2g)
Amount per serving 
Calories 10 
% Daily Value* 
Total Fat 0.5g 1% 
Saturated Fat 0.5g 3% 
Trans Fat 0g 
Cholesterol 0mg 0% 
Sodium 5mg 0% 
Total Carbohydrate 1g 0% 
Dietary Fiber 0g 0% 
Total Sugars 0g 
Includes 0g Added Sugars 0% 
Protein 0g 
Not a significant source of polyunsaturated fat, monounsaturated fat, dietary fiber, total sugars, added sugars, vitamin D, calcium, iron, and potassium. 

INGREDIENTS: CORN SYRUP SOLIDS, HYDROGENATED VEGETABLE OIL (COCONUT AND/OR PALM KERNEL AND/OR SOYBEAN), AND LESS THAN 2% OF SODIUM CASEINATE (A MILK DERIVATIVE)**, MONO-AND DIGLYCERIDES, DIPOTASSIUM PHOSPHATE, SODIUM ALUMINOSILICATE, NATURAL AND ARTIFICIAL FLAVOR. 
CONTAINS: A MILK DERIVATIVE.
**Not a source of lactose
Distributed by NESTLÉ USA, INC.
Glendale, CA 91203 USA
Goods produced from a bioengineered source.
```",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,40
./JPEG_Dataset/41.jpeg,"```plaintext
Nutrition Facts
About 13 servings per container
Serving size 2 tbsp (33g)
Amount per serving
Calories 140
% Daily Value*
Total Fat 5g 7%
Saturated Fat 2.5g 13%
Trans Fat 0g
Cholesterol 0mg 0%
Sodium 70mg 3%
Total Carbohydrate 23g 8%
Dietary Fiber 0g 0%
Total Sugars 19g
Includes 19g Added Sugars 39%
Protein 0g
Not a significant source of vitamin D, calcium, iron, and potassium.
*The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice.

Ingredients: Sugar, High Fructose Corn Syrup, Palm Oil, Corn Starch, Water. Contains 2% or less of: Salt, Monoglycerides, Polysorbate 60, Sour Cream (cream, nonfat milk, cultures), Sodium Stearoyl Lactylate, Sodium Acid Pyrophosphate, Natural Flavor, Citric Acid, Yellow 5 & 6. Freshness Preserved by Potassium Sorbate.
CONTAINS MILK 
INGREDIENTS.
DIST. BY GENERAL MILLS SALES, INC., MINNEAPOLIS, MN 55440 USA

Contains Bioengineered Food Ingredients
Learn more at Ask.GeneralMills.com

GLUTEN FREE

© General Mills
```
",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,41
./JPEG_Dataset/42.jpeg,"```plaintext
Ingredients: Sugar, High Fructose Corn Syrup, Palm Oil, Corn Starch, Water. Contains 2% or less of: Salt, Monoglycerides, Polysorbate 60, Sour Cream (cream, nonfat milk, cultures), Sodium Stearoyl Lactylate, Sodium Acid Pyrophosphate, Natural Flavor, Citric Acid, Yellows 5 & 6. Freshness Preserved by Potassium Sorbate.

CONTAINS MILK INGREDIENTS.

DIST. BY GENERAL MILLS SALES, INC., MINNEAPOLIS, MN 55440 USA

Contains Bioengineered Food Ingredients
Learn more at Ask.GeneralMills.com

GLUTEN FREE

© General Mills
```",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,42
./JPEG_Dataset/43.jpeg,"```
Total Fat 7g
Saturated Fat 4g
Trans Fat 0g
Cholesterol 5mg
Sodium 40mg
Total Carbohydrate 17g
Dietary Fiber <1g
Total Sugars 9g
Includes 8g Added Sugars
Protein 2g

Vitamin D 0mcg 0%
Calcium 20mg 0%
Iron 1mg 6%
Potassium 70mg 0%

*The % Daily Value (DV) tells you how much a nutrient in a
serving of food contributes to a daily diet. 2,000 calories
a day is used for general nutrition advice.

MADE FROM: MILK CHOCOLATE (SUGAR, COCOA BUTTER, MILK, CHOCOLATE
PROCESSED WITH ALKALI, CHOCOLATE, NONFAT MILK, SOY LECITHIN, VANILLA
EXTRACT), ENRICHED WHEAT FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMINE
MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, VEGETABLE OILS (PALM AND/OR
SOYBEAN AND HYDROGENATED SOYBEAN), EGGS, CONTAINS 2% OR LESS OF:
CORNSTARCH, SALT, BAKING SODA, NATURAL FLAVOR, NONFAT MILK.
CONTAINS: MILK, SOY, WHEAT, EGGS.

PEPPERIDGE FARM, INC., NORWALK, CT 06856
Contains bioengineered food ingredients.
The ingredients from corn, soy, and sugar in this
product come from genetically modified crops.
Learn more at pepperidgefarm.com

910001029380

Baked with no artificial preservatives
(just one more reason why they're so good).
Baked in U.S.A.
```",gpt-4-vision-preview,I took a picture of the back of the product. Can you extract text from the image and return it in the OCR model's text label format? Your response should only contain the extracted text label.,43
