ocr_results_easyocr
Image Name,Extracted Text
56.jpeg,"fidl Tindl CIASSIC RI CIPE CIASSIC RICIPT Milk HAZELNUT mlx (hof )kit Mulk ( 1o Ulate NffwI 44(37 (i2Sm 'mt : TRY THESE GREAT FLAVORS Discover the creamy smooth chocolate of Lindt CLASSIC RECIPE; LicdoCASSIC RECIPE has been expertly crafted by the Lindt Master Chocolatiers according to traditional Swiss only the best chocolate and finest quality ingredients. CLASSIC RECIPE White Chocolate Creamy smooth white chocolate with a refined finish:. Nutriton Facts INGREDIENTS: cocoa about - butter; milk, skim milk soy 4.5 per container lecithin (emulsifier) , artificial size 7pieces (29g) flavor: Amount per contain tree nuts. Calories 160 % Daily Value Total Fat 1Og 13% Saturated Fat 6g 30% Manufactured by Lindt & Springli Og (USA) Stratham, NH 03885 Q U A [ / T Y G U A R A N T E E 2% CHOCOLADEFABRIKEN LINDT & SPRONGLI AG KILCHBERG SWITZERLAND Total Carbohydrate_ 1% MANUFACTURED IN THE USA BY; 16g 6% LINDT & SPRONGLI (USA) ING Fiber Og STRATHAM, NH 03885' 0% LINDT SUSTAINABTLTTY 16g www.lindt.€ 0 m 13g Added 26% 2g Vit. D 0% Calcium Oio recipes using tasting Sugar; servings Serving May serving Trans Inc , Fat Cholesterol 5mg Sodium 30mg Dietary Total Sugars_ Includes Sugars_ Protein Omcg"
71.jpeg,"169 3 lo thantg than1g 2g 0% D 7 Tomg_ 'o 3f a how a to a daily T % of in a servingoy a is Oll 2% OF_ 1 40 MAIIC ACEF TX 2023 Carbohydrate zoqum less Total Fiber T Dietary_ less Sugars Total Protein 0% Omcg_ 207 Vitamin Calciu; 0.6m? 3ugars: izomg added Iron Potassium nutrient source much significant 2,000 diet: you tells advice_ (DV) contributes Not nutrition Value MAMIN general Daily food"" NACI' for AND/OR SULFATE, "" used The FERROUS = CANOLA, GARLIC MEAL, "" (CORN;, (CORN calories VEGETABLE THAN ` MEAL POTASSUUM LESS ~ CORN ACID);, "" AND GARLIC);, ENRICHED  CORN);, W FOLIC CHEDDAR SALT;, FROM RIBOFLAVIN; NGREDIEMNTS: E VINEGAR;, = CULTURES);, ' (MADE ' SUGAR;, PEPPER;, ! MALTODEXTRIN  Milk;  MONONITRATE, FLAVORS, RED SKIM YEAST CAYENNE E (CREAM; NATURAL OL); BUTTERMILK; = SUKFLOWER  (AGED E CREAM ENZYMES) , CULTURES, SAUCE ( SOUR POWDER , HOT SALT, CHEESE ! SPICES, POWDER TRIGLYCERIDES, Onion CULTURES , CREAM; SALT, SALT, WHEY, AND CHEESE PROTEIN , CHILEAN CHAIN ` (Milk _ SALT; MEDIUM CHEESE (Milk; (PEA GLUTAMATE, PROTEIN CHEESE CREAM Milk;"" SKIM PEA MONOSODIUM DIACETATE, ' FERMENTED [ GUM), INOSINATE: BEAN SODIUM CAROB  LAKE); ! DISODIUM | ETRaCT, GUM; (RED XANTHAN E AND COLOR e GUANYLATE, ARMACIAL SALi, DISODIUM  ACID , SALT) [ POWDER; FritoLay INGREDIENTS: MIVK E CONTANS E INC FRITO-LAY; '75024-4099 PLANO; FRiTO-LAY INC AMERICA, NoRTh 7323-"
42.jpeg,"Sugar; tub High Fructose C%o Palm Oil, Corn Svrich  Water; Contains Or; 8 - Or- 1 Starch; of: Salt; or: 24t032 7 Ellz% or lessr m 60, Sour Instructions: Cream (cream, nonfat Cool cake completen I40 milk; cultures), Sodium before Dahkawet Stearoyl Lactylate, Stir room @lsodium Acid Store cake LOOSEL= 135 Pyrophosphate; Natural Cover and Fiavor; Citric Acid, frosting up to JO dr # Yellows 5 & 6. Freshness Preserved by Potassium STORE FROSTIHNG HAL P 3 '2s #4 | Sorbate. U |CONTAINS MILK INGREDIENTS: upaswas | 997 DIST, BY GENERAL MILLS SALES, INC , Baty MINNEAPOLIS, MN 55440 USA UVM 0 (Contains Bioengineered BM Food Ingredients us forl Learn more at Ask GeneralMills com mwha Mish Jhauayuhl 2pun GLUTEN FREE Pedhumune VaUu, General Mills One  IIngredients: Sfcosty Facts One 13.9- -inch E Ems One 9-inch7 rniainer  cuocots [Poloorpaeedes = frosting: (-temperotur refrigerete= Spoon 8 4 Ckok 8Etty  ILI L Mof ""Waasum Follow idau"" bakiny| great WME battyeradkan cYoudkl |"
34.jpeg,"Wtion Facts]Mtamin D Omcg 0% Calcium 2Umg 096 Iron 1_ 6% * Potassium 15Umg 2% on per container Sle The % Daily Value (DV) tells you how much : qucen |  0a Package (43g] ine serving oftood contributes 0 a daly dien 2Qw calories a day is used for = nutriton advice Met 1601 [NGREDIENTS: WHOLE GRAIN OAts SUGAR C ""70 NAtural FLAVOR; SALT, CINNAMON % Daily Value: DISTRIBUTED BY: 3% THE QUAKER Po: BOX 049003 USA 2% |chicaGo, @L 60604-9003 2020 Tie Quaker Oats Fal 0 5g"" Fal Ig 7% 89g 4g 12% Scal here for  focd 0 call Vg T3% 1 800 Wa'te liere tu Iolp 16% Quahefvats COm Or 8uu.555 Vtell have package = 2mg general  serving Apples DRIED  dories (021-L02:7 COMPANY OATS Fa0 59 Company smartlabel"" Araled ' #uealulaled = Aerol ! Org Neumny Jean ' Mfummati] Tuel mute Aall "" 628/ 555"" Jodod  Gugare 628/ Calmmg available  Please"
73.jpeg,"F Oouub Fotal Carbohydrate 16g Dietary Fiber 1g 4% 3g Total Sugars 2g 6g Added 2g 4% 5g 2g 5g Vitamin Omcg O= Omcg 0% Talcium 1mg 2% Hron 0.4mg 2% | LOmg 6% Potassium 320mg 6% 15% {ood % Daily Value (DV) tellsyouhow much a nutrient in a servingof food contributes to a daily diet_ 2,000 calories a Is used for genaral nutrition advice. HGREDIEnts: Poe vegetable oil (may contain one or more of the following; Ghola; cottonseed, soybean; sunflower) bbq cheddar seasoning (uga; cheddar cheese powder [cultured milk; 5alt enzymes] sals inev powder lnonosodum gluiamate, onion powder paprika, buttermik powder bueriiam aid,disodium phosphate, natural & artficial fiavor; FDec %5, FDBC For (46,malic acid, spice, disodium guanyiate; disodium incsinate, annato E ""Gohs spice and coloring [coniains turmerc]sai 0 food Ingredlent DISTRIBUTED BY: RAP SNACKS INC. 153 E Flagler St #600 Miami, FL 33131 Email: Twitter: Se ncc Go Iess 250mg 11% than 5mg o%k 620mg 27o 69 399 74%k 1o% Sugars Inc} 11% Protees 29mg 810mg day tatoes, comn;  dextose; = Ilactic = 'yellow = Vellow = exbact CONTANS:; "" Mlk Contalns = blbengineered "" customerservice@rapsnacksnet RapSnacksNow OfficialRapSnacks ~Cnacks"
68.jpeg,"Frat Uy 0g 40 /0 holesterol Omg Sodium 170mg 7% Total Carb: 15g 6%| Dietary Fiber Ig 4g Total Sugars_ 2g Protein 2g 4g Vitamin D 0%| 0% Calcium 0%| 0% Iron 2% 8% Potassium 6%| 15% Vitamin € 6 0 15% Not a significant source of added sugars. The % Daily Value (DV) tells you how much a nutrient ina of food contributes to a daily diet. 2,000 calories a day is used for jeneral nutrilion advice. INGREDIENTS: POTATOES,  VEGETABLE OIL (CANOLA, CORN, SOYBEAN; AND/OR SUNFLOWER OIL), AND SALT; InC. TX 75024-4099 NORTH = Fin ) Np 0%1 Omg oSk  440mg T91 ! 40g T5kL 5% T3sL 419 Omcg Omcg_ 10mg_ 20mg 0.6mg 1.5mg 350mg 920mg serving Nito-LAY;  INC AMERICA; N-LAY smartlobel'"
88.jpeg,") E 5 3 1 2 A t 2 L 3 ' 3 "" = L 2 al / D ) E ) 2 ) | "" 1oi @ 1 3 Vitam) 7  U 2 "" PC tassiur Tmg 0 [ "" = 7 TOURP J 3 4 ) 1 5 CTOS ) IRC #U ': 4e AR [ M 33 ""   3 RE  T {2 M Ai 220 SE 3 4 [   CE Li An 3i 2  #6 )6 ~ 1 ~ E 6 2 1 #W Iisba W (  ) "" 3  Exa 2   3 L 77 2 3 ) ~  3 0 3 76 1 )P"
27.jpeg,"Qamellia R 5$ H XR E W TEA $ ENGLISH BREAKFAST BLACK 5 TEA Ingredients: 6 Black Tea_ 2 Rortrocot geverage Solutions 1 618 $. Boyle Ave. St. Louis, MO 63110 #FOUR FILLED CIRCLES ARE EQUIVALENT TO ONE 8 Oz. CUP OF COFFEE by:"
129.jpeg,"3 2 F 2 2 Ua J ( 1 S 4 2 ' 1 2 1 3 H l "" Jy } 1 I 1 0 0 3 1 1 ( 1 1 3 2 ) H 3 "" I U 0 3 1 X 7 2 E 2 J 1 0 3 2 2 { 09 3 2 e F 2 3 0 L I 3 M K 7 F 2 5 2 2 2 1 ( ' 1 1 ( "" "" 0 3 3 0 2 ("
83.jpeg,"S ~ 3 2 2 % "" 3 3 4 3 ' L e U 2 4 ~ "" 3 I "" 1 "" "" 3 3 0l En 7 ^ L 9 Tn 080 707 E H J T 7 6 Sorw } V) cups  1  L Fot 5 37  x@ PI M Io = P 32 al M 5 E E SU E "" T 4  5 E Fuctos =  CIU = ITE = 4 1 ""AT IR,HP SM: ER ApeoN 35 _ M "" == U  = ODIl Lll EGET} BLE 0 (C V, CAI 4 "" Y 7 1  5 0 2 2 5 1 """
66.jpeg,"Ue 6g 0.5g_ 3% 0g a 20g ff 1g Dietary 129 24%76 ( Total includes 12g Protein less than 1g 0% Vitamin D Omcg_ Calcium Omg 0% iron 0.3mg 0% Potassium 30mg 0% iThes% Dad- Vaboe (DV) tells you how much a nutrient in a serving of food contributes to a diet calories a day is used for general nutrition 2,000 advice. SNGREDIENTSESUGAR; POPCORN; CANOLA OIL, CORN SYRUP; AND LESS THAN 2% OF COCOA (PROCESSED WITH ALKALI; NATURAL FLAVORS; SALT, SOY LECITHEN; GUM MILK; MALTODEXTRIN (MADE FROM BUCTERMILK COCOA BUTTER, CREAM, MEdiUm CHAIN TRIGLYCERIDES; Mono-AND DIGLYCERIDES OF FATTY Acids ROSEMARY EXTRACT (ANTIOXIDANT) AND ASCORBIC ACID (ANTIOXIDANT). CONTAINS MILK AND SOY INGREDIENTS MADE ON EQUIPMENT THAT MAKES PRODUCTS CONTAINING PEANUTS AND TREE NUTS: MANUFACTURED For SMartfOOdS, Inc, PLANO; TX 75024-4099 02023 SMARTFOODS, Inc. e Dally Value"" Iol o9 Fat Total Fat Saturated Fat Sk Trans Omg_ Cholesterol 3ele  85mg_ 7ok Carbohydrate Sodium 3% than Total less Fiber Sugars Sugars_ Added daily: ACACIA, CORN);"
26.jpeg,"INGREDIENTS: DEXTROSL _eskio06 TARTAR, CALCIUM SILICAT E (An #e5ea KinG AGENT) Nutrition Facts 50 servings per container Serving size 1 packet (1g) Amount per serving Calories % Daily Value Total Fat Og 0% Sodium 0% Total Carbohydrate Less than 1g 0% Total Sugars Less than 1g Includes Ig Added Sugars 0% Proteln Og Not a significant source of saturated fat, trans fat, cholesterol, dietary fiber; Vitamin D, calcium, iron, and potassium. EACH SERVING CONTAINS LESS THAN CALORIES  WHICH THE FDA CONSIDERS DIETETICALLY ZEAO  SUITABLE FOR PEOPLE WITH DIABETES GLUTEN FREE FOOD CUMBERLAND PACKING CORP 2 QUMBERLAND STREET BROOKLYN; NY 11205 USA Swet ulow Omg"
63.jpeg,"Polyunsaturated Fat 2g Monounsaturated Fat 1g 0% Cholesterol Omg_ 11% Sodium 250mg_ Total Carbohydrate 22g_ 8% Dietary Fiber Ig 5% Total Sugars 2g Includes 1g Added Sugars_ 3% Protein 2g Vitamin D 0% Calcium 0% Iron 0% Potassium 220mg 4% in % Value (DV) tells you how much a nutrient a of food contributes to a daily diet calories a is used for general nutrition advice. POTATOES, CORN CORN OIL, (Made FROM CorN SALT Soy LecTh' WHEY   PROTEIN CULTURES, CHEESE (MILK CHEESE ACID, SALVEEROM GESHkCI 5, 5 6 LAKE, 6), NATURAL AND DISODIUM DISODIUM MILK AND SOY INC: TX FRITO TA  INC AMERICA Omcg 10mg 0,3mg The "" Daily "" serving 2,000 day INCREDIENTS: DRIED STARCH; SUGAR; E MALTODEXTRIN DEXTROSE, CONCENTRATE, ONION WHEY; POWDER, C SALT, CHEESE CHEDDAR ENZYMES); BLUE (Milk, GLUTAMATE; MONOSODIUM CHEESE ARTIFICIAL CITRIC CULTURES, YELLOW CLORC YELLOW INELLOW YELLOW GARLIC  FLAVORS; SL ;POWDER , ARTIFICIAL Jmlk E GUANYLATE. AND LACTIC = INOSINATE, ACID , "" INGREDIENTS. CONTAINS ' FRITO-LAY, PLANO, 75024-4099 2021 Th"
74.jpeg,"Se  tervlng Por contalnor % DV* 609| % Dv The 159 489 62% 13% 10g goesall the  Qg 0g 0g #dect ? Sodium 0g reeds Sur Total Omg _ 0% 0s cum 159 1400mg61% that  496 40g 15% Iquallty cont Total 4% 49 74% GANts Incl: Added 39 129 Ishexoour "" fans Protein 0g 0% 0g 0% 5g 209 Wif takes these det Vitamin D them wU Omcg 0% ombines Calcium 6% asoning: Giving' 80mg on ther IIron 11% | 8mg 44% Potassium 4% 760mg 16% The % Daity Value (DV) tellsyouhow much & nutrient In a servingol bd contrbutos (0 & daily diel 2,000 cabries a day is used lor family t nutin adic0. Yom our Cashews; Vegetable . Oil ou for buying (Ceroplandior  Sastewer Vexdlabethen (Canola andlor ""Modifed Powder Vinegar}; Food Starch; White Onion , S Acid; Jay Dehydrated Gaian = Spices Inosinate CASHEWS; = 'contain 6 on Wheat; Tree Nuts 0 1 Corn, and 0f 0 4 are Aories See eelore 0 Per Gotal  150 Fat Saturated = Trans"" Fat 129 exceptiot| Fat Polyunsaturated = 259 tams 50% Monounsaturated Te Bob Fat Schul 259 Cholesterol  absolute FalL 6,.59 1219 Omg 0% Carb: Henerati ] 350mg _ Jter , Dietary 109_ Fiber ledicatit) Sugars 49_ Kefering Mcd loyal ' Sugare _ Omcg 0% 2omg 2% cashew 2mg KrdngS 190mg genera) GIAL (Maltodextrin; Vinegar Disilled  Natural Schuler GIANT ' Dehydrated  Dextrose, Citric Founder; [ Flavors, Guanylate; and Disodium Xanthan = Gum: MILk CONTAINS: pieces, shell May = nut occasional with shared Manufactured equipment 158093 Brazil (Almond, Mfkk , $ Sov' Nut; Macadamia Nut, Cashew; &maif Coconut, comrentsoginl Peanut, Pecan, Walnut), Please  Sunntowei= Pistachio, Seeds; India Pumpkin Vietnam, 6 product 3"
81.jpeg,"Q  Se K 4   V 3 Y  ~  U V F Ja a 12 0 2 iur V 4 0 7 I 2 30  S Mo A 3 KRL A V 1( 43 "" -  @6 4 V C  N  ) 1 nc ""  1   1   L '  Q  m 4 (  2 3 3 1  2 ' 4 3 X ~  ( ) IF 1  5 U ' "" ( 0 IP  "" 2 n9 0 ' L    ^ 0 "" m 1 "" ` "" ' 0 ( as 1 7 "" 1 "" S  3  alu [  6 "" 1  3 # (  3 >  ' A 6 ""  { 2"
24.jpeg,Photos here
51.jpeg,"6 aate GUM 5 Nutrition Facts Sery- Size: Amount serving: Calories (18% DV), Sat. Fat 8g (40% DV), Trans Fat <Smg (1% DV) , Sodium 95mg (4% DV} , Totai Czrb. 26g (3v6 DV) , Dietary Fiber 2g (7% DV), Total Sugars 22g (Incl. 219 Added Sugars, 42% DV), Protein 5g, Vit. D (0% DV), Calcium (2% DV), Iron (4% DV), Potas. (4% DV) . INGREDIENTS: MLK CHOCOLATE: (SUGAR . COCOA BUTTER;, CHOCOLATE MILK: LACTOSE , PEANUTS MILKFAT . SOY LECITHIN; SALT,NATURAL  FLAVORI; SUGAR   PEANUT: BUTTER {PARTIALLY' DEFATT #0 PEANUTS; PALM OILA HYDROGENATED PALM KERNEL OIL, CORNSTARCH, DEXTROSE; LESS THAN 96 QF: CORN SYRUP NATURAL FLAVOR;, SALT, DEXTRIN, COLORS (INCLUDES BLUE 1 LAKE RED 40, YELLOW 6 , YELLOW 5 BLUE 7 RED 40 LAKE, YELLOW 6 LAKE YELLOW 5 LAKE ' BLUE 2 LAKE, BLUE CARNAUBA WAX PROPYL GALLATE TO MAINTAIN FRESHNESS, GUM ACACIA AllerGy INFORMATION: CONTAINS PEANUTS MiLk AND SOL_MAY CONTAIN TREE NUTS, OD 0 DISTRIBUTED BY MARS WRIGLEY CONFECTIONERY US LLC HACKETTSTOWN; NJ 07840-1503 USA CONTAINS BIoenGineered FOod INGREDIENTS O5 1 9899-comments? Megnns visit mms-cena 240, pack, 149 per F2r Totz cholest. 09_ questons Call 77852"
69.jpeg,"Toy 3o 1g 29 1g 3g 2g 5g 0 Omcg_ 0% 1Omg__ 0%_ on 2% ""otassium 0.5mg_ 6% 340mg 6%| Vitamin C 15% 6% 15% Not a significant source of added sugars The % Daily Value (DV) tells you how much a nutrientina of food contributes to a daily diet.2,000 calories a day is used for general nutrition advice. INGREDIENTS: POTATOES, VEGETABLE OIL (CANOLA; CORN; SOYBEAN, AND/OR SUNFLOWER OIL) , MALTODEXTRIN (MADE FROM CORN), SAlt; whEY; CHEDDAR CHEESE (MILK; CHEESE CULTURES, SALT ENZYMES); OMoN POWDER; MONOSODiuM GLuTAMAte NaTupA AND ARTIAICAL Fuvors;, BUTTERMLK Sour CREAM {CULTURED CRENeASF EXTACT LACTOSE; BUTTER (CREAM; SALT) SODIUM CASEINATE SALT; ACID; SKIM MILK, BLUE CHEESE 6, LACTIC ACID, GARLIC POWDER; 5),WHEY PROTEIN ISOLATE, AND  MILK INGREDIENTS. 0 TX FRITO-LAY Lea 4un Moume 697e 281 389 Dietary 5e/ Carb 42 Total Fiber ~2t6 protein Sugars Iitamin Omcg alcium 0P _ AOmg 2% 14mg 850mg serving  YEAST CULTURES, CHEESE (MILK; CTRIC (ELLOW E COLOR ARTIFICIAL CONCENTRATE ENZYMES) , PROTEIN MalK VELLOW CONTAINS  FRITO-IAY INC. INC RANO  75024-4099 AMERICA, 2015 NORTH"
120.jpeg,"~=Coolloc] Bran Cd % DV* Amountlserving % DVt The % Amountlserving 2% Sodium 290mg_ 13% Vabue e Fat 4.5g you hox md; Saturated Fat Og_ 0% Total Carb. 68g 25% nutrientin a Ws Trans Fat Og Dietary Fiber /7g 23% servingdibod I qwainer conbrbutes ba Polunsaturated Fat 0.5g_ Total Sugars 289 daily del 200) Kaamner (80g] Monounsaturated Fat Og Incl T9g Added Sugars 382 calresad5 used bbr gered Cholesterol Omg 0% Protein 5g nutiton &74 280 V d O% & Calcium 2% Iron 8% Pobs 41Umg 8% Niacin 20% Phosphorus 10% Magnesium 10% Znc 109 25% > Manganese 80% Faral wpa; tce,  wheat whole grain Oats, brown sugar SyrUp; Wn Clyng aL natiral modifed corn starch; molasses;, pal od, Ginnanon; hotey @al ia(e MI 49016 6 TN , € 2c21 Kellogg 3 Iccd ing'edient EsT Crunch Raisin _ Day Wition Total Omcg  30mg "" 15mg '  Copper "" raisins , vegetable bran; "" le (  favor; 5 Wia  E INGREDIENTS . Vae? Sales ' co , Batile Gieek Ceniains bicengineered"
89.jpeg,") E 5 3 1 3 Aa t 2 U 3 '` 3 "" = L 2 al /  "" E "" | "" ited Fa D ~ 1 2 ) 2 E 2 J  an3321 Vitam) n70 "" 1 U 2 "" PC tassiur Tmg 0 [ T = 7 TOURP 8 3 4 ) 1 5 CTOS ) IRC #U : 4n AR [ M 33 ""   3 RE  T {2 M Ai 220 SE 3 4 [   CE Li An 3i   #6 )6 ~ 1 ~ E 6 2 1 #W Iisba W (  ) "" 3  Exa 2   3 L 77 2 "" ) ~  3 0 76 1 )P 3"
110.jpeg,M S ; _ 0elelellila s| 8' /eleisie/ |  MUel Icl | . C & Uel Iel T 4S =i ' SAe  UL I ~0J > @ (TC P3 3 )3   UC 15  ` X5 3 433025 5 > A Vee= { 5 !a88 58& . `` S328 `` ' eF  3 8=2=`
72.jpeg,"Souiull Zumg 41% Carbohydrate 14ek Dietary Fiber _ 1g 4% 3g Sugars 2g 6g Inc, Added Sugars  2g 4% 5g 11% 2g 5g Omcg 0% Omcg 12mg 29mg 2% 0.4mg 2% LOmg 6% Hron 320mg 6% 810mg 15% Potassium The % Daily Vaiue (DV) tells you how much a nutrient in & servingof_ food contribixtes to a daily diet. 2,000 calories a day Is used for general nutrition advice. HGREDENTs: Foiatoes, vegetable ol (may contain one or more of the folowing: @oa, com; cotonseed, soybean, suniower) bbg cheddar seasoning (sugann dextose; cheddar cheese [cultured miksal enzymes} Eaniuneypowdes runnsodmghiamate, onion powdes Qaprka burerlk Rongeetower gow kaeicaoigy dsorium phosphate,natural & ardicial Mavor ForC Feloweg malo acid;, Spice, disodum guanyiate disodium inoshate; = Jor color spice and coloring [contains turmeric]) = Mlk 3 bengineered food Ingredlent Distriblcks nc: RAP St 153 E Flagler - Miami; Emall: Twltter: Aectaaram: Ae Inan 5mg 6ek 620m9 27o12 6% Total 16g 399 1o% Total Prote Vitamin Calcium powder 'yellow = extact annatto  salt CONTANS:; "" Conalns = BY: SNACKS #600 FL 33131 customerservice@rapsnacks net RapSnacksNow OfficialRapSnacks FclalRapSnacks"
31.jpeg,"WMMea HnFacts INGREDIENTS: MICROM 100% WHOLE GRAIN ROLLED OATS; Remont Faneroomeiner CANE SUGAR, SEMISWEET (HOCOLATE 2 Adddan cup (60g) cHIPS (SUGAR, UNSWEETENED unuc CHOCOLATE,  COCOA BUTTER, 3 Suruelae DEXTROSE, SUNFLOWER AND/OR SoY 240 LECITHIN) , PEA PROTEIN coNcENTRATE MDaily Value"" WITH TAPIOCA STARCH, MILK PROTEIN 1 6% CONCENTRATE , WHEY PROTEIN ISOLATE 2 8% WITh SunfLoWER LECITHIN; cocoa ane SEA SALT , 2% Cup CONTAINS MIlK AND Soy: Due T0 ProcessinG ON 3% SHARED EQUIPMENt, 14% | TRACE AMOUNTS OF r66,TRIF MutS, AND WHEAT: 0%6 1%7 Created  distributed by: 8 RODIAK CAKEI' I Park ! UT 84098 02022 KODIAK CAKES LIC I0 0s STEEPINa Peelldbus Addabt CAUtION randar CONTAINS 3 M Kucpte 24% ( ?TJ ayyuc DNa) ^a city,"
116.jpeg,"3 4 M0H2Ss37 Gn'SNowo' S43dd3d ONiav7v"" IJinouwov E Jid '(JISVd OLVWOL @NV HJIVM ) 33und Olvwol Su3nxoa Ex Mq %z) ""sejod {(d %0) uoJl (^d %0) wnipjeo a% E VA 60 uazold '(Ad %0 'suebnS pappv 60 'pu1) 61 s1eon| E=l L%0) 61 Jaq1y Mueiaid '(Ad %1) bz""quen [evoz 'g %W | pipos (Ad %0) bwo ""15aj043 '64 IeJ suev '(ad %0)6 (90) 60 IeJ /ezog ""0 | 5a4ope)-DUines Jad junoas  La U azis Buinas 'SL Inoqv S6uinas <145194 VOHIAAnN 6"" 5104d uullos &1 hin4v""~uuilds Sijei uHn Lli 16 1 Siti  M 3 Eiateneanoee 3e ai F Hite I3 07 Sa0 * a Ce  _ 3 3es 2 Me Pe I"
95.jpeg,"A V 1 7 2 I 2 4  2 2 Le { 1 3 U 2 ' 6   A 1 Je 0 (, 2"
58.jpeg,"INGREDIENTS: GRANOLA (WHOLE GRAIN ROLLED OATS, SUGAR, PALM KERNEL AND SOYBEAN OILS, CORN SYRUP; COCONUT; HONEY; MOLASSES, SOY LECITHIN, SALT, CORN STARCH, PEANUTS, ALMONDS, SOY FLOUR, EGG WHITES); CORN SYRUP CRISP RICE (RICE FLOUR; SUGAR; WHEY, SALT BARLEY MALT; WHEAT FLOUR, DEXTROSE), PALM KERNEL AND SOYBEAN OILS, NONFAT DRY MILK, SORBITOL, SOY LECITHIN, SALT, SUGAR;, CARRAGEENAN:, ALLERGY INFORMATION: CONTAINS COCONUT; Soy_PEANUTS , ALMONDS; EGG_MLK_WHEAT MAY CONTAIN OTHER TREE NUTS, PO. McKee-Feods 02013_02021 COLLEGEDALE; TN 37315 CONTAns A BIOENGINEERED FOoD INGREDIENT Nutrition Facts] 10 per container Size 1 bar (27g) per % Value* Fat 45g 6% Fat = Trans Fat A 13% WATER; 750, servings Serving Amount serving Calories 120 Daily Total Salurated "" 2.5g"
97.jpeg,"2 1878 2 3 on 6 3 5x 4 Ull TF aonn6 na 7 L Li tei E Daily 86 1 3al 2 E 1 WHUB M 6 Mbam hta "" 2 a ( LI . Mouk S68 JB Mewp 2 ( L E 6 D E0"
47.jpeg,"caENAY OLl ] NATURALLv choeoiatE FLAVORED GL_r source Of 3 B LXED EREADY TO ORHEAT: VITAMINS Faus INSTRUCHIONS ORRREZEORSTACK  Sl Moouct S3Fo881 {REYTTOUcHNHREECER U serving per container Trans Fat 0q 1,18 BEFORE EATING. { MAEZOCH INEREEZER: Genth Iastiaiu Pomsahal INSTRUCTIONS 3. ENJOY THAT FROSTY GOODNESS 30 1 SECONDS AT A TIME IN Calories Monounsat Fatz n UNTILWARMENOL ENOUGH: per 370 Cndlest  Tex Dak Vhe@MEks You hon Va Dnmco ll Mrimm nbejjents: Enriched lour (wheat / niacin; reduced vitamin Bz [thiamin mononitrate] viamin B2 Huekavin] folc aoid) sujar, Gorn syrip, high ffacto"" ? Gom Sjrp, soyuean and palm oi (WH TBHQ for Ites Iness), dextzse.,' Gftains 29/ of cocoa processed with alkali; ,odifed rr ~iafch; Salt; cornstarch; leavening (baking Nda, Sodim asd pyrophosphate, monocalcium pnosphate) ` ydrogenated _ kernel oil,sodium Stearoyl 8 k Ilyate gktn; color added, sov lecitin; DATEM, naturaland artiicial flavors, xanthan gum; yellow 6 Iake;, Me2hake ed 40Jake, 5 lake, _ 5, red 40,_ 6, blue carnauba wax; blue 2. 7 1 WS WHEAT AND SOY INGREDIENTS . d by Kellogg Sales Co  Battle Creek, MI 49016 2 T J021 Kellogg NA Co. bioengineered food ingredient UUalen BARS PEANUT BUTTER FullY' BATI TOASTER FROM REMOVEA HEATING. TOASTON CCOL AIcRovAvE HE""Je P ( {serving Omg flour; iron; 5 Iezs  palm yellow _ yellow = yellow 1, CUNTA Distri Tnlaint"
94.jpeg,"~ / 2 7 A 3 U U >  U U { U 1 "" 3 M L 1 2  2 2 I 2 7 ' 4 4 2 2 2 2 2 "" 2 1 X Y V 2 1 "" ""  T ~"
29.jpeg,"Nutrition Facts About 57 per container Serving size 2 (8g) | Amount per serving Calories 30 % Daily Value Total Fat Og 0% Sodium Omg 0% Total Carbohydrate 8g 3% Total Sugars 8g 16% Protein Og Dor (~li The % Daily Value tells you how much a nutrient Sitc in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice. Orcahic #w f One adds 8g of sugar to your diet and represents 16% of the Daily Value for Added Cinrlmor Fc INGREDIENT: BROWN CANE SUGAR. DISTRIBUTED BY: 41 Premium Mnara Domino Foods; Inc., West Palm Beach; FL 33401 Questions or Comments? TROWN WWW: dominosugar.com or call 1-800-729-4840 LIGHT G ASR R 0 U (AR FOLLOW US ON SOCIAL MEDIAL SUG #dominosugar WWW: dominosugarcom Recycle Clean & Dry Store Drop-olf 1 PAPER PLASTIC BOX BAG 8 Fnsbuctions To retain moistness; soft brown sugur is best kept stored in un uirtight container awuy from light und heat. Freeze for prolonged storage (brown sugar thaws rapidly) For more Information; go to our website: servings tsp luno serving Sugars: Stoge"
